,Last Sale_x,Net_x,Bid_x,Ask_x,Vol_x,IV_x,Delta_x,Gamma_x,Open Int_x,BDTE_x,Mid_x,2997_g,3007_g,3017_g,3027_g,3037_g,3047_g,3057_g,3067_g,3077_g,3087_g,3097_g,3107_g,3117_g,3127_g,3137_g,3147_g,3157_g,3167_g,3177_g,3187_g,2997_GEX,3007_GEX,3017_GEX,3027_GEX,3037_GEX,3047_GEX,3057_GEX,3067_GEX,3077_GEX,3087_GEX,3097_GEX,3107_GEX,3117_GEX,3127_GEX,3137_GEX,3147_GEX,3157_GEX,3167_GEX,3177_GEX,3187_GEX,Strike_x,Strikes,Last Sale_y,Net_y,Bid_y,Ask_y,Vol_y,IV_y,Delta_y,Gamma_y,Open Int_y,BDTE_y,Mid_y,3000_g,3010_g,3020_g,3030_g,3040_g,3050_g,3060_g,3070_g,3080_g,3090_g,3100_g,3110_g,3120_g,3130_g,3140_g,3150_g,3160_g,3170_g,3180_g,3190_g,3000_GEX,3010_GEX,3020_GEX,3030_GEX,3040_GEX,3050_GEX,3060_GEX,3070_GEX,3080_GEX,3090_GEX,3100_GEX,3110_GEX,3120_GEX,3130_GEX,3140_GEX,3150_GEX,3160_GEX,3170_GEX,3180_GEX,3190_GEX,Strike_y,op_int_change
0,694.07,0.0,653.9,676.8,0,0.30955793240812834,0.9439192910633665,0.0003,34,62,665.3499999999999,0.0003166167061863234,0.00030594492272939533,0.00029552779778896365,0.0002853664682334056,0.000275459797194344,0.00026580551093502436,0.00025639792511356063,0.000247248408413725,0.00023834218154661357,0.0002296849288541125,0.0002212630079156952,0.00021308665054675657,0.00020514448806352448,0.00019744106793950778,0.00018996274775417987,0.0001827118012442952,0.00017568595467309933,0.0001688817974354606,0.0001622890977159841,0.0001559078555146698,0.0032262609126973985,0.003127919701000792,0.0030314650441596314,0.002936934617764564,0.002844342773869357,0.0027536919321846653,0.0026649487540453265,0.0025782569532566413,0.002493488234904362,0.002410727076266994,0.0023298552207506873,0.002251004759045827,0.0021740802555996197,0.0020991539461192588,0.0020261046749965317,0.00195497973095371,0.0018857779002701136,0.0018184854184255528,0.001753014375708517,0.001689386340785859,2440.0,2440.0,636.59,0.0,666.1,667.5,0,0.3195449848189241,0.9492665536072309,0.0003,34,55,666.8,0.000306090441881679,0.00029523789635277353,0.00028466502044466324,0.0002743706772889709,0.0002643525931489421,0.0002546016730775591,0.0002451270120218396,0.00023592065190314315,0.00022698372958984692,0.00021830487639817875,0.0002098875029332703,0.00020172478798485827,0.0001938190052896971,0.00018615651242726017,0.00017874072000267915,0.00017156253306893632,0.00016462081475765444,0.0001579064701218158,0.00015142177289817482,0.00014515649127133656,0.003122122507193126,0.0030214646312742843,0.002922940429925802,0.0028265667174309783,0.0027323484027874656,0.002640219349814288,0.0025503014330752194,0.0024625397645650082,0.002376973616264877,0.002293511031439266,0.002212214280916669,0.0021330379081518913,0.0020560320081131067,0.0019810776052509027,0.0019082359267486027,0.001837434729168308,0.0017686860337562393,0.0017019159349729307,0.0016371722085750662,0.0015743673043289164,2440.0,0
1,611.35,0.0,645.0,667.9,0,0.3115555006108835,0.9400357542574511,0.0003,2430,62,656.45,0.000330162492900854,0.0003193372322130017,0.0003087575350946281,0.00029842453841411043,0.00028833937903982587,0.0002784986463666428,0.00026890575099969283,0.0002595527348603355,0.0002504441454220796,0.00024157884581654798,0.00023295228857023176,0.00022455992620962206,0.00021639948499796446,0.00020847551240876783,0.00020077891349501442,0.00019330514078319538,0.00018605646801006515,0.00017902266336022876,0.00017220713743881788,0.00016559965843043756,0.24044776886739783,0.23334003491527255,0.2263597204614598,0.21950945190042145,0.21279186667698013,0.20620624624143602,0.19975690603587282,0.19343972178944566,0.18725984241768856,0.18121819697967112,0.17531313676158786,0.16954296884819084,0.1639076783214932,0.1584124113344387,0.153051958747028,0.14782450056486593,0.1427334054903895,0.1377724402914282,0.1329458043812792,0.1282471650745265,2450.0,2450.0,611.35,0.0,656.9,658.3,0,0.32030116538703196,0.9461852591982733,0.0003,2430,55,657.5999999999999,0.00031907347874948755,0.0003079969701502705,0.0002971910362248309,0.00028665681384154595,0.00027639998734230176,0.0002664069143065717,0.0002566855528129963,0.00024723135538806673,0.0002380409114266513,0.00022911649466550443,0.0002204478732892312,0.0002120339104294544,0.00020387574295455124,0.00019596313904912677,0.0001882972355815582,0.00018087121134158224,0.00017368051885569002,0.00016672970559739042,0.00016000171854102518,0.0001534954208182171,0.23260456600837642,0.22527822387701235,0.2180966138439544,0.21106254546339187,0.20418219864950515,0.19744748453831562,0.1908662433606878,0.18443706343305166,0.1781593397481629,0.1720367023494873,0.16606338294877787,0.16024038712885158,0.15457043327842257,0.14904760392937533,0.14367455669344054,0.13844786872141412,0.13336579681890726,0.12843355951872581,0.1236397279853918,0.11898504535565735,2450.0,0
2,602.85,0.0,636.1,659.0,0,0.3131599797879875,0.9361973446573302,0.0003,17,62,647.55,0.0003433763140492374,0.00033239871299883816,0.00032166099117603153,0.0003111608748440631,0.0003009051852131961,0.00029088482733641285,0.00028110662242397666,0.00027156602300237864,0.0002622630290716188,0.0002531953668949427,0.000244366447077482,0.00023576717467221897,0.00022740209715266246,0.00021926780391368084,0.0002113517894031247,0.00020366542230476625,0.00019620074453996494,0.00018894979803008027,0.00018191371964348946,0.00017509023564343806,0.0017494679824494597,0.0016991889809787608,0.0016497670576427481,0.0016012027458600642,0.00155354338073721,0.001506754317119885,0.0014608830060751643,0.001415918087332102,0.0013718716787707308,0.0013287439659279698,0.001286564907218235,0.0012452986399011934,0.0012049809726022431,0.001165605718824736,0.0011271179577079238,0.001089589642788269,0.0010529897758715379,0.0010172868176141492,0.0009824978084225222,0.0009486213876925831,2460.0,2460.0,602.85,0.0,647.7,649.1,0,0.32076149982707536,0.9431156531320539,0.0003,17,55,648.4000000000001,0.0003319587449368555,0.000320653725793818,0.00030961700758780353,0.0002988497271871893,0.00028835302146035247,0.00027812234293378424,0.0002681576916074846,0.0002584567937446991,0.0002490219230821822,0.00023984625840967055,0.000230928662858787,0.00022226799956115428,0.00021386085791164078,0.0002057015535683604,0.00019778894966293592,0.0001901196355902357,0.00018268792700837366,0.0001754870027070865,0.00016852027329150587,0.00016177864381461404,0.001692989599177963,0.0016407851148869668,0.0015895737169557833,0.001539374944741212,0.0014902084149071015,0.0014420643481116713,0.0013949563117421349,0.0013488860065535846,0.001303878789258306,0.0012599123954259994,0.0012169940532658075,0.0011751309136798227,0.0011343179903633427,0.0010945379665372457,0.001055797413300752,0.0010180906485857122,0.0009813995438889833,0.0009456994575884892,0.0009110205974138808,0.000877325585406652,2460.0,0
3,667.23,0.0,627.3,650.2,0,0.31494610422118663,0.9321102642900314,0.0003,29,62,638.75,0.0003566515260899905,0.0003455477326497203,0.0003346735866216477,0.00032403477234765887,0.0003136233317491133,0.0003034460860362742,0.0002935041720775189,0.000283790768662584,0.000274308149528224,0.000265061999016325,0.00025604094844311476,0.00024725409275561105,0.00023869120013841894,0.00023035454432829283,0.00022224298845685553,0.00021435084818222094,0.00020667698663601186,0.00019921685634471942,0.00019197386791347526,0.00018493892639526166,0.0030997654087059345,0.0030132798930253557,0.0029281596114287822,0.002844474442099454,0.0027621747697139654,0.00268134065004233,0.002602002536718828,0.002524120233715621,0.0024477339106852014,0.002372914533793846,0.0022995805702521466,0.0022278335519558823,0.0021576013654112103,0.002088924114332258,0.002021811138888552,0.001956230145765403,0.0018921898157486794,0.0018296673737268065,0.0017687128372472216,0.0017092610394229268,2470.0,2470.0,623.48,28.58,638.5,639.9,15,0.3209562398324686,0.9400522861142235,0.0003,39,55,639.2,0.0003447883045737399,0.00033326159609714523,0.0003219963673473103,0.0003109937551926123,0.00030026058084331453,0.0002897888862207765,0.00027957867132499814,0.00026963789423462003,0.0002599563231342472,0.0002505339580238797,0.00024137079890351743,0.00023245888769451994,0.00022380618247552775,0.0002154035882995231,0.0002072431470878655,0.00019932940631406382,0.00019165668163623195,0.00018421587810735218,0.0001770126800693106,0.00017003685570671223,0.004034023163512757,0.003912157876584388,0.0037924732146166207,0.0036750132051110995,0.003559889446478337,0.003447038801596136,0.003336491863592528,0.0032283745076711057,0.0031225953534885775,0.003019184728145774,0.0029181729587435257,0.0028194938488468324,0.0027232736283622216,0.0026294316023722786,0.002537899579238001,0.002448761756568274,0.0023619769444849226,0.002277460901041195,0.00219531125821959,0.002115428521847207,2470.0,-10
4,593.76,0.0,622.9,645.8,0,0.31570297993972873,0.930083070272758,0.0003,306,62,634.3499999999999,0.00036317601370683406,0.0003520131031109486,0.00034107301871699747,0.00033036371860362124,0.0003198772446921794,0.0003096204181929352,0.0002995977865793975,0.00028980252864130307,0.00028023464437865186,0.00027089754439657554,0.00026178668122156523,0.00025290432859037537,0.0002442470758978743,0.00023581264940730762,0.0002276021859870525,0.00021960886442684568,0.0002118360953318188,0.00020427819436008576,0.0001969294771697605,0.00018979108062922023,0.03330621850022908,0.032390204072271445,0.03148792930255695,0.03060033587212274,0.029726896079182552,0.02886845047555653,0.028025635267340476,0.02719802527349202,0.02638582922304522,0.025589578018298198,0.024809052563341538,0.024044676717267066,0.02329633494855443,0.022564016333717518,0.02184803455770634,0.02114793834834927,0.02046425652065409,0.019796640671074783,0.01914473543843087,0.01850884372333894,2475.0,2475.0,593.76,0.0,633.9,635.4,0,0.32126319886619015,0.9383680474797984,0.0003,306,55,634.65,0.000351410562871024,0.00033977812563534826,0.0003284105787315639,0.00031730110094940756,0.0003064565134991426,0.0002958745426440146,0.0002855540515156463,0.0002754939032456605,0.0002656963715708116,0.0002561557721492136,0.0002468766524543753,0.0002378453700657701,0.0002290710199304158,0.00022054450710129458,0.00021226696844678372,0.00020423385649337433,0.00019643948689918034,0.0001888804490590701,0.0001815578798414208,0.00017446382116759196,0.032259489671560004,0.03129560403976939,0.03034907840174128,0.02941952347782717,0.02850781071174424,0.02761397106496588,0.026738139167719055,0.025880448258703836,0.025041351627805852,0.024220552879796742,0.02341871925182204,0.02263479248767908,0.021869868414796656,0.021123311801147793,0.020395459396240767,0.019686101427396352,0.018994912625203142,0.018321781319627917,0.017667034171608975,0.01703011143945332,2475.0,0
5,657.86,0.0,618.5,641.4,0,0.31637610815899697,0.9280651352185032,0.0003,210,62,629.95,0.0003696379735629307,0.00035841367207467556,0.00034741105991997756,0.0003366290002304595,0.0003260754510847619,0.0003157424544042442,0.00030563683139916975,0.0002957574452011613,0.00028610770641535055,0.0002766830675682286,0.00026747898118628655,0.0002585056790849194,0.0002497552031854866,0.00024122300601447932,0.00023291477191378362,0.00022482595340989064,0.00021695313989766873,0.00020929178390360903,0.00020184074855933432,0.0001946068550751079,0.02326390514213017,0.022632748150499538,0.02201092252335002,0.02139849565764962,0.02079611404383286,0.020203412429964374,0.0196209676653325,0.019048849773071197,0.018487421665440706,0.017936533221245554,0.017396030499412518,0.016866720043253736,0.016348226334912397,0.015840391135952814,0.015343726429364324,0.014858072782999443,0.014383342315795744,0.013919368672077326,0.013466209221633108,0.013024452989611746,2480.0,2480.0,657.86,0.0,629.3,630.8,0,0.3212055262370959,0.9368383401749725,0.0003,210,55,630.05,0.00035780772122961935,0.0003460650077613536,0.0003345826371514704,0.00032335833566321526,0.0003123932401649654,0.00030169076126185246,0.00029124976208549924,0.0002810691057675285,0.00027114992917631753,0.00026148654796998017,0.00025208123588527087,0.000242930582317058,0.0002340311766602099,0.00022538415578310378,0.00021698383534385357,0.00020882794160570484,0.0002009119270951487,0.00019323692868056241,0.0001857938514149282,0.00017858042156149168,0.02254188643746602,0.021874769140595163,0.021219230848146253,0.020575290898250387,0.01994318445213139,0.01932329325882165,0.01871570971161418,0.018120525248832564,0.017537977419124218,0.016967862097772013,0.016410488456131134,0.015865796331127058,0.015333722694776952,0.014814500559623411,0.014307914102573704,0.013813968337217375,0.013332515482034069,0.01286378234226504,0.012407313397488906,0.011963102440404327,2480.0,0
6,648.48,0.0,609.7,632.6,0,0.31748921724051354,0.9240526587348086,0.0003,178,62,621.1500000000001,0.0003824129635177087,0.0003710670171130914,0.00035993366509501357,0.000349017454936984,0.0003383172497706255,0.0003278353233326925,0.000317571675623185,0.0003075331278523663,0.0002977105850732187,0.00028811427910113707,0.00027873511498910375,0.0002695787770790048,0.00026064185476570856,0.00025192434804921504,0.00024342512006114703,0.00023514189706475008,0.00022707126845489256,0.00021921437109995168,0.00021157006813155022,0.00020413040147104766,0.0204004313995938,0.019861213664171373,0.019329373643131476,0.01880526988247766,0.018288956878450335,0.01778067329746591,0.017280535700365363,0.016789033035593093,0.01630578737081123,0.01583147627661674,0.015365719189958327,0.014908946434843529,0.014461087771223902,0.014022260367028139,0.013592517909046364,0.01317184959111728,0.012760179102315305,0.012357684056269136,0.011964414294880044,0.011580031892890474,2490.0,2490.0,648.48,0.0,620.2,621.7,0,0.3214944396702537,0.9334781252675839,0.0003,179,55,620.95,0.0003709817519848002,0.0003590355390770128,0.00034734739529085346,0.00033590822567930445,0.00032472826205776073,0.00031380523068946786,0.00030313799470604863,0.00029272655410750303,0.00028257545636733994,0.0002726801540120505,0.000263037236436503,0.0002536512511142064,0.0002445119662297657,0.0002356284767301986,0.00022698486645822413,0.00021859023036086,0.00021043888409622014,0.000202522869585664,0.00019484446056594606,0.00018739456209004857,0.01992172008158377,0.019344475809930373,0.018776905494632956,0.018218654436168435,0.017670413108135108,0.017132196569491498,0.016604080522029108,0.016086202327869614,0.015578950060444186,0.015082211998560524,0.014595936249861552,0.014120511498276755,0.013655504289999953,0.013201556665762837,0.012757911404150946,0.012325210138897091,0.011903265040018596,0.011491755188899333,0.011090936384334782,0.010700416889903863,2490.0,-1
7,1370.08,0.0,1203.5,1229.1,0,0.6212345542662417,1.8690490506173774,0.0007,12187,111,1216.3000000000002,0.0007547703262389405,0.0007294852366612758,0.0007047754024824826,0.0006806396868341835,0.0006570792265847558,0.0006340985692077084,0.0006116988515714183,0.0005898766630707541,0.0005686342774424702,0.0005479614628711715,0.0005278548087517265,0.0005083143150841352,0.0004893365712632658,0.00047090907173696905,0.00045302726903173607,0.0004356900262791896,0.0004188746061117854,0.0004025901034765411,0.0003868149178742897,0.00037154677556827664,1.4432315336615602,1.406103285002473,1.3694578550722554,1.3332860938145357,1.29761219079694,1.2624605784222922,1.2278474467339038,1.1937805976625668,1.1602806150707465,1.1273383315073033,1.0949743348813854,1.0631965310029725,1.0320214108071468,1.0014309754191117,0.9714545906989541,0.9420958499292736,0.9133101993691071,0.8851706968805502,0.8576238142469492,0.8306857835915479,2500.0,2500.0,659.7,0.0,611.1,612.6,0,0.3215395972164053,0.9301213680771525,0.0003,12166,55,611.85,0.0003841273610305507,0.00037198333302512765,0.0003600837317208061,0.0003484342414594721,0.00033703940971463453,0.0003258924152760301,0.00031500121622229926,0.0003043612650799332,0.0002939771093224408,0.00028384874894982204,0.0002739704996201908,0.0002643457719386788,0.00025497229216853157,0.00024584551283624023,0.00023696884454693645,0.00022833660295873415,0.00021994537746650167,0.0002117940312018618,0.0002038791535596829,0.00019619960767158773,1.4019880422893038,1.3621903181046946,1.3229951613948285,1.284432447423569,1.246528123410826,1.2092661728956955,1.1726852677475106,1.1367777593454773,1.101569857701179,1.067070898834572,1.0332687804975649,1.0001855356972555,0.9678217868349748,0.9361693873688637,0.9052503703060211,0.8750520801527273,0.8455703260733571,0.8168095202017867,0.7887652227418585,0.7614416521914791,2500.0,21
8,630.68,0.0,592.3,615.2,0,0.3197707126648752,0.9155853259755986,0.0004,23,62,603.75,0.0004078083293279633,0.00039627366277272813,0.0003849311269732425,0.00037378413253463805,0.00036283950066717807,0.0003520983682392398,0.00034156528272433206,0.00033123683351732325,0.00032111415748659056,0.00031120862331590615,0.0003015099991898751,0.000292021695713629,0.0002827471234922996,0.00027368400878913235,0.0002648289409989957,0.0002561830569902668,0.0002477486304997001,0.00023952111405378673,0.00023149709704739507,0.0002236822638224112,0.0028110635948905838,0.002740668279102465,0.002671075583180027,0.0026023225091194035,0.0025344701961103056,0.0024675405744574164,0.002401579659363051,0.00233657774731455,0.00227255700394835,0.0022096123464052653,0.0021476858752293992,0.0020868162397391643,0.002027042403028645,0.0019683627596123188,0.0019107672922018537,0.00185427858480125,0.0017989275809213723,0.001744695746879188,0.0016915724378350205,0.0016396133620446562,2510.0,2510.0,630.68,0.0,602.1,603.5,0,0.32162241737199926,0.9266202577464355,0.0003,23,55,602.8,0.0003974093942815671,0.0003850789198622806,0.0003729849140654551,0.0003611376087064855,0.0003495313194434857,0.00033817400435509626,0.00032706566344131716,0.0003162074335705256,0.00030560158847947605,0.0002952413069579052,0.00028513682082120795,0.00027528017199074384,0.0002656747710716445,0.00025631493372202385,0.0002472017968102591,0.00023833422346797306,0.00022970766622165684,0.00022132326193968765,0.00021317418941180222,0.0002052593117696233,0.002742124820542813,0.0026659013622065686,0.002590753213098651,0.0025167679950754973,0.002443922985548852,0.0023722906405510003,0.00230188813929999,0.0022327406884414813,0.0021648816527886083,0.002098279968549832,0.0020330255324552127,0.0019690790702497907,0.001906482157210121,0.0018452112078648497,0.0017852913765636913,0.0017267314490254648,0.0016695153180990019,0.0016136679028022627,0.0015591560213579214,0.0015059875704537262,2510.0,0
9,597.6,-17.35,584.7,587.4,1,0.307890976913506,0.9402199639112041,0.0004,29,49,586.05,0.0003954352223445312,0.0003812152726823115,0.0003673301307571819,0.00035378320717427414,0.00034057848097290844,0.00032771367841633037,0.00031518993637291715,0.000303008391711046,0.0002911701812990941,0.000279667347058421,0.00026849875212064944,0.0002576689439592883,0.00024716882762731984,0.00023699726625636686,0.0002271451648994116,0.00021761707102996297,0.00020839934222749434,0.00019949197849200573,0.00019088815861323383,0.00018258333511766978,0.003436846147963024,0.003324311542371561,0.0032138815130338116,0.0031056151275379307,0.0029995768554726965,0.00289577637659022,0.0027942533429268224,0.0026950475383955563,0.0025981988787862065,0.0025036659910711023,0.002411467842421189,0.0023216744857563754,0.0022342331835716323,0.0021491623095926116,0.0020664077086394173,0.001986038675340751,0.001907958497895379,0.0018321941780641282,0.0017587098717513072,0.0016874899581580394,2520.0,2520.0,561.3,19.6,583.5,589.6,1,0.3158083441985148,0.9495521015253416,0.0003,28,42,586.55,0.00037680138120776974,0.00036194478525430895,0.00034748609323287383,0.0003334355369588593,0.00031978288461687043,0.0003065349574171705,0.0002936860710178735,0.00028123281481384765,0.0002691774625418475,0.00025750978238647804,0.00024622750061098486,0.00023532948034699075,0.00022480435291072354,0.00021464870769705158,0.000204857997232466,0.0001954242634383263,0.00018633841136761475,0.00017759589354682248,0.00016918534129217733,0.0001611067546036793,0.003165131602145266,0.003050470650123316,0.002938342404377181,0.0028288670955589623,0.002721991913858801,0.002617808536342636,0.00251630225648114,0.0024174772761398344,0.0023213864369608928,0.002227974637207808,0.0021372547053033486,0.0020492491148615954,0.001963890827028081,0.00188118127425696,0.0018011115116678411,0.001723642003526038,0.0016487222637806553,0.0015763411511215963,0.001506426278865547,0.0014390055321200634,2520.0,1
